t,group,first_shot_rate,immun_gain,immun_loss,rel_inf_prob_mult,pS_mult,hosp_mult,dnh_mult,dh_mult
412,20-39,6401,2323.5,0,0.916490831,0.993119958,0.996536147,0.996536147,1
412,40-64,20293,3591.4,0,0.898460327,0.991034655,0.995476775,0.995476775,1
412,65+,4973,9643.9,0,0.434341383,0.897007366,0.942590976,0.942590976,1
413,0-19,615,98.2,0,0.997744885,0.999820813,0.99991039,0.99991039,1
413,20-39,6634,2877,0,0.914784292,0.992928807,0.996439224,0.996439224,1
413,40-64,19904,4414.7,0,0.896140419,0.990753342,0.995333522,0.995333522,1
413,65+,3811,10865,0,0.419638247,0.890820505,0.9387197,0.9387197,1
414,0-19,134,118,0,0.997666895,0.999813843,0.999906904,0.999906904,1
414,20-39,1455,3007.8,0,0.913000168,0.992747629,0.996347324,0.996347324,1
414,40-64,2887,4936.5,0,0.893546306,0.990461116,0.995184625,0.995184625,1
414,65+,380,12160.9,0,0.403181426,0.883594844,0.93412979,0.93412979,1
415,0-19,31,58.8,0,0.997628032,0.999813438,0.999906701,0.999906701,1
415,20-39,354,1098.5,0,0.912348575,0.99275594,0.99635154,0.99635154,1
415,40-64,786,1912.1,0,0.892541505,0.990464832,0.995186519,0.995186519,1
415,65+,122,3756.9,0,0.398097375,0.882779443,0.93360711,0.93360711,1
416,0-19,131,55.4,0,0.997591416,0.999813563,0.999906764,0.999906764,1
416,20-39,1830,1779.8,0,0.911292858,0.992754968,0.996351047,0.996351047,1
416,40-64,4029,3170.7,0,0.890875314,0.990430689,0.995169116,0.995169116,1
416,65+,909,9954,0,0.384627056,0.877555333,0.930235358,0.930235358,1
417,0-19,380,92,0,0.99753061,0.999809577,0.99990477,0.99990477,1
417,20-39,5170,2297,0,0.909930356,0.992731082,0.996338929,0.996338929,1
417,40-64,15309,4326.3,0,0.888601859,0.990344792,0.99512533,0.99512533,1
417,65+,3029,9717.8,0,0.371476376,0.872012664,0.926613832,0.926613832,1
418,0-19,507,124.1,0,0.997448587,0.999804293,0.999902127,0.999902127,1
418,20-39,6121,3509.2,0,0.907848819,0.992750743,0.996348904,0.996348904,1
418,40-64,14587,6317.3,0,0.885282142,0.99038139,0.995143987,0.995143987,1
418,65+,3591,8558,0,0.359895204,0.867446665,0.923595686,0.923595686,1
419,0-19,603,137.8,0,0.99735751,0.999795925,0.999897942,0.999897942,1
419,20-39,7818,3134.6,0,0.905989481,0.992607083,0.996276011,0.996276011,1
419,40-64,19527,6096.12,0,0.882078653,0.990089428,0.994995113,0.994995113,1
419,65+,4080,9789.5,0,0.346647496,0.859077294,0.917980194,0.917980194,1
420,0-19,713,237.4,0,0.997200604,0.999779125,0.999889538,0.999889538,1
420,20-39,10241,5021,0,0.903011195,0.992290719,0.996115412,0.996115412,1
420,40-64,21765,13241.9,0,0.875120084,0.989211048,0.994546688,0.994546688,1
420,65+,2997,9342.2,0,0.334005099,0.852011586,0.91315352,0.91315352,1
421,0-19,746,123.8,0,0.99711878,0.999771749,0.999885848,0.999885848,1
421,20-39,8182,2817.42,0,0.901339997,0.992143628,0.996040709,0.996040709,1
421,40-64,19479,7481.3,0,0.871188688,0.988750771,0.994311393,0.994311393,1
421,65+,3196,4610,0,0.327766585,0.849215506,0.911221302,0.911221302,1
422,0-19,288,95.2,0,0.997055859,0.999766498,0.999883222,0.999883222,1
422,20-39,4250,1518.3,0,0.900439394,0.992148386,0.996043125,0.996043125,1
422,40-64,7617,3836.4,0,0.869172674,0.988611136,0.994239968,0.994239968,1
422,65+,859,2999.4,0,0.323707626,0.848418859,0.910668451,0.910668451,1
423,0-19,1142,260.4,0,0.996883751,0.999748689,0.999874313,0.999874313,1
423,20-39,7778,2749.8,0,0.898808306,0.99202617,0.995981038,0.995981038,1
423,40-64,16310,8841.22,0,0.864526646,0.988050352,0.993952915,0.993952915,1
423,65+,2273,4371.22,0,0.317792243,0.846072598,0.909034164,0.909034164,1
424,0-19,1512,408.1,0,0.996614023,0.999718479,0.9998592,0.9998592,1
424,20-39,12135,3642.4,0,0.896647759,0.99179672,0.995864435,0.995864435,1
424,40-64,19738,11253.7,0,0.858612868,0.987245761,0.993540494,0.993540494,1
424,65+,2635,4980.3,0,0.311052617,0.842801165,0.90674026,0.90674026,1
425,0-19,926,287.7,0,0.996423872,0.999697764,0.999848836,0.999848836,1
425,20-39,10958,4012.6,0,0.894267621,0.991591683,0.995760192,0.995760192,1
425,40-64,19862,11245.3,0,0.852703505,0.986519008,0.993167394,0.993167394,1
425,65+,2093,3185.9,0,0.306741276,0.840730436,0.905279054,0.905279054,1
426,0-19,971,293.8,0,0.996229689,0.999674086,0.99983699,0.99983699,1
426,20-39,11656,4808.8,0,0.891415205,0.991188083,0.995554872,0.995554872,1
426,40-64,22058,14844.9,0,0.844902565,0.985271868,0.992525854,0.992525854,1
426,65+,2408,3791.9,0,0.301609861,0.836405252,0.902203658,0.902203658,1
427,0-19,1307,479.6,0,0.995912704,0.999636022,0.999817945,0.999817945,1
427,20-39,12460,5153.02,0,0.888358609,0.990783519,0.995348893,0.995348893,1
427,40-64,22155,15323.2,0,0.83685028,0.983998971,0.991869388,0.991869388,1
427,65+,2105,3545.9,0,0.296811348,0.833687258,0.900254717,0.900254717,1
428,0-19,832,103.3,0,0.995844429,0.999629459,0.999814661,0.999814661,1
428,20-39,10269,1201.3,0,0.887646039,0.990723429,0.995318284,0.995318284,1
428,40-64,21478,2308.4,0,0.835637225,0.983872422,0.99180403,0.99180403,1
428,65+,1836,969.6,0,0.29549923,0.834413316,0.900776581,0.900776581,1
429,0-19,541,33.3,0,0.99582242,0.999630546,0.999815205,0.999815205,1
429,20-39,6448,517,0,0.887339372,0.990779049,0.995346616,0.995346616,1
429,40-64,10715,1028,0,0.835097014,0.983946311,0.991842193,0.991842193,1
429,65+,722,1044.6,0,0.294085618,0.835763087,0.901744337,0.901744337,1
430,0-19,931,103.5,0,0.995754013,0.999626041,0.99981295,0.99981295,1
430,20-39,8816,1573.04,0,0.886406298,0.990758315,0.995336055,0.995336055,1
430,40-64,15138,3220.76,0,0.833404517,0.983835131,0.991784767,0.991784767,1
430,65+,1465,1809.4,0,0.291637035,0.836781751,0.902472629,0.902472629,1
431,0-19,1086,311.1,0,0.995548395,0.999605084,0.999802464,0.999802464,1
431,20-39,10299,4291.5,0,0.883860727,0.990515434,0.995212308,0.995212308,1
431,40-64,16922,12222.22,0,0.826981786,0.982949036,0.991326629,0.991326629,1
431,65+,1546,3529.6,0,0.286860579,0.835657601,0.901668818,0.901668818,1
432,0-19,1299,406.3,0,0.995279857,0.999576854,0.999788337,0.999788337,1
432,20-39,12529,5097.9,0,0.880836827,0.99019866,0.995050821,0.995050821,1
432,40-64,18078,11834.22,0,0.820762947,0.982100909,0.990887346,0.990887346,1
432,65+,1809,4120.7,0,0.281284214,0.834073072,0.900532139,0.900532139,1
433,0-19,1547,483.36,0,0.994960387,0.999538974,0.99976938,0.99976938,1
433,20-39,15912,6302.74,0,0.877098256,0.989662432,0.994777225,0.994777225,1
433,40-64,21138,15505.74,0,0.812614738,0.980733732,0.990177626,0.990177626,1
433,65+,2011,3789.96,0,0.276155424,0.829604563,0.897303218,0.897303218,1
434,0-19,2256,602.3,0,0.994562305,0.999489047,0.999744393,0.999744393,1
434,20-39,17864,9021.38,0,0.871747081,0.988861855,0.9943682,0.9943682,1
434,40-64,21465,21327.72,0,0.8014071,0.978659014,0.989096822,0.989096822,1
434,65+,1947,4143.4,0,0.27054834,0.826524308,0.895057114,0.895057114,1
435,0-19,2014,660.96,0,0.994125452,0.999434957,0.999717319,0.999717319,1
435,20-39,17147,7979.14,0,0.867014127,0.988149108,0.99400349,0.99400349,1
435,40-64,21345,21030.68,0,0.790355556,0.976540371,0.987988398,0.987988398,1
435,65+,1457,5212.66,0,0.263494272,0.821245003,0.891168289,0.891168289,1
436,0-19,426,269.36,0,0.993947423,0.999417022,0.999708341,0.999708341,1
436,20-39,3107,4404.04,0,0.864401801,0.987848771,0.993849651,0.993849651,1
436,40-64,2518,9177.68,0,0.785532719,0.975765729,0.987581922,0.987581922,1
436,65+,186,1915.04,0,0.260902731,0.820950376,0.890949788,0.890949788,1
437,0-19,2578,957.74,0,0.993314417,0.999342374,0.99967097,0.99967097,1
437,20-39,16786,6991.04,0,0.860254955,0.987316852,0.993576962,0.993576962,1
437,40-64,18273,14899.4,0,0.77770314,0.974495829,0.986914171,0.986914171,1
437,65+,1685,3391.8,0,0.256312754,0.819126761,0.889593866,0.889593866,1
438,0-19,2548,1160.32,0,0.99254752,0.999256071,0.999627759,0.999627759,1
438,20-39,16276,8655,0,0.855121104,0.986727049,0.993274254,0.993274254,1
438,40-64,16005,17576.74,0,0.768466628,0.973300566,0.986284075,0.986284075,1
438,65+,1522,3408.98,0,0.251699528,0.816811633,0.887863762,0.887863762,1
439,0-19,2808,750.84,0,0.992051262,0.999198017,0.999598686,0.999598686,1
439,20-39,20044,8716.08,0,0.849951022,0.986003242,0.992902276,0.992902276,1
439,40-64,18420,17688.6,0,0.759171334,0.971754906,0.985466966,0.985466966,1
439,65+,2084,2307.84,0,0.248576428,0.814398026,0.886049593,0.886049593,1
440,0-19,3668,791.66,0,0.991528025,0.999135488,0.99956737,0.99956737,1
440,20-39,21774,9585.6,0,0.844265171,0.985115973,0.992445546,0.992445546,1
440,40-64,20120,18960.56,0,0.74920763,0.969837087,0.984449495,0.984449495,1
440,65+,1890,2420.32,0,0.245301113,0.810977352,0.883459971,0.883459971,1
441,0-19,3819,1084.12,0,0.990811491,0.999056856,0.999527983,0.999527983,1
441,20-39,20446,10403.62,0,0.838094099,0.984209312,0.991977983,0.991977983,1
441,40-64,19465,19124.56,0,0.739157745,0.968158507,0.983555641,0.983555641,1
441,65+,2043,2203.26,0,0.242319536,0.808495914,0.881567685,0.881567685,1
442,0-19,4534,721.02,0,0.990334943,0.999016699,0.999507866,0.999507866,1
442,20-39,18353,8663.32,0,0.832955313,0.983527711,0.991625915,0.991625915,1
442,40-64,19856,18640.6,0,0.729362179,0.966656115,0.982752975,0.982752975,1
442,65+,1705,1985.5,0,0.239632645,0.80668044,0.880175872,0.880175872,1
443,0-19,1957,466.92,0,0.990026338,0.998991999,0.999495491,0.999495491,1
443,20-39,11341,5587.46,0,0.829641022,0.983166075,0.991438921,0.991438921,1
443,40-64,9916,9879.22,0,0.724170685,0.966123993,0.982468085,0.982468085,1
443,65+,786,890.7,0,0.238427299,0.806176207,0.879788195,0.879788195,1
444,0-19,2600,786.58,0,0.989506459,0.998940565,0.999469721,0.999469721,1
444,20-39,18928,7758.42,0,0.825038992,0.982633764,0.991163424,0.991163424,1
444,40-64,17108,14235.74,0,0.716689857,0.965290768,0.982021359,0.982021359,1
444,65+,1715,1682.16,0,0.236150904,0.804680767,0.878635577,0.878635577,1
445,0-19,3044,913.32,0,0.988902813,0.998888228,0.999443495,0.999443495,1
445,20-39,16847,8838.18,0,0.819796485,0.981998561,0.990834284,0.990834284,1
445,40-64,13814,15579.48,0,0.708502898,0.964296882,0.981487487,0.981487487,1
445,65+,1477,1651,0,0.233916677,0.802864373,0.877229807,0.877229807,1
446,0-19,3033,906.62,0,0.988303595,0.998816204,0.9994074,0.9994074,1
446,20-39,12887,9787.98,0,0.813990589,0.981030313,0.990331753,0.990331753,1
446,40-64,10452,14793.46,0,0.700728989,0.962612212,0.980580036,0.980580036,1
446,65+,1128,1509.72,0,0.231873638,0.800096507,0.875075387,0.875075387,1
447,0-19,3067,1195.08,0,0.987513723,0.998716228,0.999357289,0.999357289,1
447,20-39,14755,12138.9,0,0.806790207,0.97975227,0.989666914,0.989666914,1
447,40-64,11780,16374.8,0,0.692124093,0.960604889,0.979494633,0.979494633,1
447,65+,1334,1549.44,0,0.229776848,0.7971399,0.872757529,0.872757529,1
448,0-19,2807,1773.22,0,0.986341737,0.998570373,0.999284163,0.999284163,1
448,20-39,10282,13761.84,0,0.798627153,0.978328656,0.988924303,0.988924303,1
448,40-64,9765,16291.74,0,0.683562844,0.958685336,0.978452438,0.978452438,1
448,65+,1038,1476.88,0,0.22777825,0.794518917,0.870688363,0.870688363,1
449,0-19,1035,1582.12,0,0.985296057,0.99845117,0.999224384,0.999224384,1
449,20-39,4431,13179.28,0,0.790809654,0.977097805,0.9882805,0.9882805,1
449,40-64,4848,17485.74,0,0.674374152,0.957099165,0.977588093,0.977588093,1
449,65+,611,1408.28,0,0.225872485,0.792753089,0.869286595,0.869286595,1
450,0-19,2708.857143,369.16,0,0.985052065,0.998440105,0.999218834,0.999218834,1
450,20-39,14732.64286,2696.84,0,0.78920998,0.977071617,0.988266785,0.988266785,1
450,40-64,13738.57143,3160.26,0,0.672713447,0.957361675,0.977731339,0.977731339,1
450,65+,1371.714286,470.64,0,0.225235588,0.793094241,0.869557899,0.869557899,1
451,0-19,2708.857143,1959.96,0,0.983756656,0.998298293,0.999147696,0.999147696,1
451,20-39,14732.64286,11540.52,0,0.782364537,0.976133498,0.98777498,0.98777498,1
451,40-64,13738.57143,13242.68,0,0.665754468,0.956533433,0.977279118,0.977279118,1
451,65+,1371.714286,1366.4,0,0.223386498,0.791837126,0.868557013,0.868557013,1
452,0-19,2708.857143,1957.2,0,0.982463072,0.998156191,0.999076392,0.999076392,1
452,20-39,14732.64286,13024.78,0,0.774638682,0.975023595,0.987191897,0.987191897,1
452,40-64,13738.57143,13513.48,0,0.658653185,0.955707559,0.976827409,0.976827409,1
452,65+,1371.714286,1352.64,0,0.221556029,0.790155912,0.867213492,0.867213492,1
453,0-19,2708.857143,1790.18,0,0.981279877,0.998032453,0.999014287,0.999014287,1
453,20-39,14732.64286,11939.46,0,0.767556601,0.973978019,0.986641392,0.986641392,1
453,40-64,13738.57143,12778.04,0,0.651938372,0.954875753,0.976371666,0.976371666,1
453,65+,1371.714286,1677.32,0,0.219286184,0.787821254,0.86533827,0.86533827,1
454,0-19,2708.857143,2708.82,0,0.979489519,0.997811856,0.998903529,0.998903529,1
454,20-39,14732.64286,13912.96,0,0.759303908,0.972532365,0.985878293,0.985878293,1
454,40-64,13738.57143,13818.16,0,0.64467698,0.953322965,0.975518771,0.975518771,1
454,65+,1371.714286,1311.34,0,0.217511604,0.785366431,0.863354505,0.863354505,1
455,0-19,2708.857143,2881.9,0,0.977584767,0.99761183,0.998803056,0.998803056,1
455,20-39,14732.64286,13093,0,0.751537587,0.971330202,0.985241992,0.985241992,1
455,40-64,13738.57143,14005.7,0,0.637317037,0.952153024,0.974874324,0.974874324,1
455,65+,1371.714286,1512.18,0,0.215465236,0.782992513,0.86142429,0.86142429,1
456,0-19,2708.857143,3552.36,0,0.975236883,0.997363579,0.998678305,0.998678305,1
456,20-39,14732.64286,13826.32,0,0.743336285,0.970109904,0.984594479,0.984594479,1
456,40-64,13738.57143,15768.88,0,0.629030549,0.950824265,0.974140471,0.974140471,1
456,65+,1371.714286,1369.46,0,0.213612005,0.781022589,0.859813651,0.859813651,1
457,0-19,2708.857143,1626.14,0,0.974162108,0.997260305,0.998626389,0.998626389,1
457,20-39,14732.64286,9723.42,0,0.737568684,0.969394211,0.984213961,0.984213961,1
457,40-64,13738.57143,9621.28,0,0.623974602,0.950419184,0.973916343,0.973916343,1
457,65+,1371.714286,806.26,0,0.212520928,0.780032913,0.859001407,0.859001407,1
458,0-19,2708.857143,1989.42,0,0.972847228,0.997128001,0.998559865,0.998559865,1
458,20-39,14732.64286,13537.98,0,0.729538416,0.968257254,0.98360831,0.98360831,1
458,40-64,13738.57143,13895.52,0,0.616672557,0.949491458,0.973402319,0.973402319,1
458,65+,1371.714286,1347.22,0,0.210697793,0.777956865,0.857290844,0.857290844,1
459,0-19,2708.857143,2580.58,0,0.971141629,0.996957775,0.998474246,0.998474246,1
459,20-39,14732.64286,14871.42,0,0.720717197,0.966961119,0.982916127,0.982916127,1
459,40-64,13738.57143,13521.26,0,0.609567185,0.948596782,0.972905655,0.972905655,1
459,65+,1371.714286,1442.84,0,0.20874526,0.775503426,0.855257523,0.855257523,1
460,0-19,2708.857143,2651.7,0,0.969389024,0.996754789,0.998372112,0.998372112,1
460,20-39,14732.64286,11843.6,0,0.713691977,0.965906008,0.982351289,0.982351289,1
460,40-64,13738.57143,10872.92,0,0.603853506,0.948067292,0.972611275,0.972611275,1
460,65+,1371.714286,1168.44,0,0.207164061,0.773539878,0.853620913,0.853620913,1
461,0-19,2708.857143,2554.3,0,0.967700794,0.996551844,0.998269956,0.998269956,1
461,20-39,14732.64286,13162.04,0,0.705884704,0.964440728,0.981564822,0.981564822,1
461,40-64,13738.57143,11458.5,0,0.597832107,0.946811793,0.971911943,0.971911943,1
461,65+,1371.714286,1274.68,0,0.205439091,0.770820546,0.851340591,0.851340591,1
462,0-19,2708.857143,2390.66,0,0.96612072,0.996378822,0.998182831,0.998182831,1
462,20-39,14732.64286,9956.16,0,0.699979049,0.9634993,0.981058263,0.981058263,1
462,40-64,13738.57143,10872.6,0,0.592118596,0.945827134,0.971362174,0.971362174,1
462,65+,1371.714286,1185.42,0,0.203834913,0.768523697,0.849401974,0.849401974,1
463,0-19,2708.857143,1007.64,0,0.965454734,0.996332045,0.998159271,0.998159271,1
463,20-39,14732.64286,5692.02,0,0.696602737,0.963184025,0.9808884,0.9808884,1
463,40-64,13738.57143,7002.8,0,0.588438651,0.945535146,0.971198927,0.971198927,1
463,65+,1371.714286,772.94,0,0.202788927,0.767229442,0.848304467,0.848304467,1
464,0-19,2708.857143,2155.317143,0,0.964030207,0.996188048,0.998086731,0.998086731,1
464,20-39,14732.64286,11540.74857,0,0.689757159,0.962192141,0.98035327,0.98035327,1
464,40-64,13738.57143,11446.65143,0,0.582423478,0.94465547,0.9707065,0.9707065,1
464,65+,1371.714286,1121.291429,0,0.201271532,0.765231105,0.846602619,0.846602619,1
465,0-19,2708.857143,2321.057143,0,0.962496136,0.996039307,0.998011779,0.998011779,1
465,20-39,14732.64286,13931.64857,0,0.68149338,0.960882381,0.97964495,0.97964495,1
465,40-64,13738.57143,14475.87143,0,0.574816461,0.943205476,0.969892815,0.969892815,1
465,65+,1371.714286,1474.851429,0,0.199275679,0.76222831,0.844028563,0.844028563,1
466,0-19,2708.857143,2463.157143,0,0.960868146,0.99590417,0.997943662,0.997943662,1
466,20-39,14732.64286,14220.78857,0,0.673058093,0.959588385,0.978943255,0.978943255,1
466,40-64,13738.57143,13590.87143,0,0.567674508,0.941891622,0.969153363,0.969153363,1
466,65+,1371.714286,1295.751429,0,0.197522194,0.759617507,0.841773991,0.841773991,1
467,0-19,2708.857143,2717.577143,0,0.959072,0.99572077,0.99785119,0.99785119,1
467,20-39,14732.64286,16647.28857,0,0.663183489,0.957679695,0.977904771,0.977904771,1
467,40-64,13738.57143,15262.71143,0,0.55965401,0.940145715,0.968167549,0.968167549,1
467,65+,1371.714286,1405.471429,0,0.19562023,0.756442441,0.839011175,0.839011175,1
468,0-19,2708.857143,2304.097143,0,0.957549138,0.995520879,0.997750363,0.997750363,1
468,20-39,14732.64286,13984.56857,0,0.65488832,0.955475151,0.976700153,0.976700153,1
468,40-64,13738.57143,12732.41143,0,0.552963175,0.937834289,0.966856772,0.966856772,1
468,65+,1371.714286,1267.331429,0,0.193905206,0.75309003,0.836068756,0.836068756,1
469,0-19,2708.857143,2527.517143,0,0.955878611,0.995384424,0.997681511,0.997681511,1
469,20-39,14732.64286,15087.94857,0,0.645938663,0.953657644,0.975702834,0.975702834,1
469,40-64,13738.57143,13984.55143,0,0.545614345,0.935947097,0.965781772,0.965781772,1
469,65+,1371.714286,1405.931429,0,0.192002619,0.749745487,0.833107023,0.833107023,1
470,0-19,2708.857143,2443.237143,0,0.954263786,0.995252866,0.997615112,0.997615112,1
470,20-39,14732.64286,12955.56857,0,0.638253862,0.952226898,0.974915064,0.974915064,1
470,40-64,13738.57143,12541.75143,0,0.539023701,0.934299688,0.964839808,0.964839808,1
470,65+,1371.714286,1284.691429,0,0.190264102,0.746751037,0.830432801,0.830432801,1
471,0-19,2708.857143,2263.097143,0,0.952768023,0.995139459,0.99755786,0.99755786,1
471,20-39,14732.64286,11642.82857,0,0.631347733,0.95107768,0.974280587,0.974280587,1
471,40-64,13738.57143,10977.13143,0,0.53325526,0.933021567,0.964106707,0.964106707,1
471,65+,1371.714286,1107.171429,0,0.188765814,0.744452224,0.828365228,0.828365228,1
472,0-19,2708.857143,2530.217143,0,0.951095711,0.995047747,0.99751155,0.99751155,1
472,20-39,14732.64286,14181.04857,0,0.622936019,0.949552108,0.973435954,0.973435954,1
472,40-64,13738.57143,12870.55143,0,0.526491833,0.931415479,0.963182638,0.963182638,1
472,65+,1371.714286,1329.071429,0,0.186967239,0.74131123,0.825519458,0.825519458,1
473,0-19,2708.857143,2371.797143,0,0.949528104,0.994983268,0.997478987,0.997478987,1
473,20-39,14732.64286,11546.44857,0,0.616087059,0.948518872,0.97286236,0.97286236,1
473,40-64,14896.28571,10961.29143,0,0.520731715,0.930225201,0.962495749,0.962495749,1
473,65+,214,1083.771429,0,0.185500618,0.738978012,0.823389882,0.823389882,1
474,0-19,2708.857143,2453.197143,0,0.947906697,0.994946666,0.9974605,0.9974605,1
474,20-39,14732.64286,11613.96857,0,0.609198049,0.947498638,0.972294756,0.972294756,1
474,40-64,15110.28571,11174.59143,0,0.514859508,0.929109348,0.96185021,0.96185021,1
474,65+,0,1064.071429,0,0.184060656,0.736591716,0.821197905,0.821197905,1
475,0-19,2708.857143,2217.257143,0,0.946441231,0.994829093,0.997401108,0.997401108,1
475,20-39,14732.64286,11097.02857,0,0.60261567,0.946228879,0.97158662,0.97158662,1
475,40-64,15110.28571,10394.87143,0,0.509397042,0.927626601,0.960990016,0.960990016,1
475,65+,0,1001.771429,0,0.182705002,0.734059734,0.818856522,0.818856522,1
476,0-19,2708.857143,2261.457143,0,0.944946551,0.994726449,0.997349246,0.997349246,1
476,20-39,14732.64286,11553.62857,0,0.595762452,0.945133345,0.970974119,0.970974119,1
476,40-64,15110.28571,10890.47143,0,0.503674139,0.926332041,0.960236742,0.960236742,1
476,65+,0,1061.671429,0,0.181268288,0.731593414,0.816560278,0.816560278,1
477,0-19,2708.857143,2329.457143,0,0.943406929,0.994647043,0.997309118,0.997309118,1
477,20-39,14732.64286,11692.52857,0,0.588826842,0.94407444,0.970380747,0.970380747,1
477,40-64,15110.28571,10815.87143,0,0.497990439,0.924974267,0.959444421,0.959444421,1
477,65+,0,1073.371429,0,0.179815741,0.729107859,0.814230406,0.814230406,1
478,0-19,2708.857143,2456.002857,0,0.941783667,0.994549091,0.997259608,0.997259608,1
478,20-39,14732.64286,12896.94571,0,0.581176814,0.942401509,0.969440578,0.969440578,1
478,40-64,15110.28571,11880.02857,0,0.491747528,0.92302874,0.958305058,0.958305058,1
478,65+,0,1193.051429,0,0.178201235,0.725975192,0.811271231,0.811271231,1
479,0-19,2708.857143,2459.602857,0,0.940158026,0.994452053,0.997210551,0.997210551,1
479,20-39,14732.64286,13083.94571,0,0.573415864,0.940769196,0.968520013,0.968520013,1
479,40-64,15110.28571,12013.42857,0,0.485434516,0.921093982,0.957167227,0.957167227,1
479,65+,0,1213.651429,0,0.176558853,0.722820418,0.808265252,0.808265252,1
480,0-19,2708.857143,2433.602857,0,0.93854957,0.994345626,0.997156736,0.997156736,1
480,20-39,14732.64286,12636.64571,0,0.565920236,0.938886229,0.967454112,0.967454112,1
480,40-64,15110.28571,11811.92857,0,0.479227391,0.919015634,0.955939614,0.955939614,1
480,65+,0,1184.051429,0,0.174956528,0.719556121,0.805127168,0.805127168,1
481,0-19,2708.857143,2256.402857,0,0.937058231,0.994177062,0.997071479,0.997071479,1
481,20-39,14732.64286,12051.54571,0,0.55877167,0.936681315,0.966200519,0.966200519,1
481,40-64,15110.28571,11320.22857,0,0.473278653,0.916655143,0.954538597,0.954538597,1
481,65+,0,1141.351429,0,0.173411986,0.716159428,0.801831435,0.801831435,1
482,0-19,2708.857143,2406.06,0,0.935467978,0.994060196,0.997012352,0.997012352,1
482,20-39,14732.64286,12859.62429,0,0.55114378,0.934797063,0.96512455,0.96512455,1
482,40-64,15110.28571,12015,0,0.466964815,0.91455843,0.953288075,0.953288075,1
482,65+,0,1196.022857,0,0.17179346,0.712793286,0.798534358,0.798534358,1
483,0-19,2708.857143,2406.06,0,0.933877726,0.993942931,0.99695301,0.99695301,1
483,20-39,14732.64286,12859.62429,0,0.543515889,0.932859924,0.964013849,0.964013849,1
483,40-64,15110.28571,12015,0,0.460650977,0.912404241,0.951997286,0.951997286,1
483,65+,0,1196.022857,0,0.170174934,0.709363113,0.795142374,0.795142374,1
484,0-19,2708.857143,2406.06,0,0.932287473,0.993825267,0.996893451,0.996893451,1
484,20-39,14732.64286,12859.62429,0,0.535887999,0.930867637,0.962866706,0.962866706,1
484,40-64,15110.28571,12015,0,0.454337139,0.910190179,0.950664255,0.950664255,1
484,65+,0,1196.022857,0,0.168556407,0.705867066,0.791651326,0.791651326,1
485,0-19,2708.857143,2406.06,0,0.930697221,0.9937072,0.996833675,0.996833675,1
485,20-39,14732.64286,12859.62429,0,0.528260108,0.928817814,0.961681298,0.961681298,1
485,40-64,15110.28571,12015,0,0.448023301,0.907913713,0.949286873,0.949286873,1
485,65+,0,1196.022857,0,0.166937881,0.702303227,0.78805681,0.78805681,1
486,0-19,2708.857143,2406.06,0,0.929106968,0.99358873,0.99677368,0.99677368,1
486,20-39,14732.64286,12859.62429,0,0.520632217,0.926707927,0.960455678,0.960455678,1
486,40-64,15110.28571,12015,0,0.441709463,0.905572167,0.947862889,0.947862889,1
486,65+,0,1196.022857,0,0.165319355,0.698669606,0.784354156,0.784354156,1
487,0-19,2708.857143,2406.06,0,0.927516716,0.993469853,0.996713465,0.996713465,1
487,20-39,14732.64286,12859.62429,0,0.513004327,0.924535296,0.959187765,0.959187765,1
487,40-64,15110.28571,12941.17143,0,0.434908926,0.902914455,0.946237683,0.946237683,1
487,65+,0,269.8514286,0,0.164954177,0.698231614,0.78390524,0.78390524,1
488,0-19,2708.857143,2406.06,0,0.925926463,0.993350568,0.996653028,0.996653028,1
488,20-39,14732.64286,12859.62429,0,0.505376436,0.922297079,0.95787533,0.95787533,1
488,40-64,15110.28571,12941.17143,0,0.428108388,0.900172307,0.944550786,0.944550786,1
488,65+,0,269.8514286,0,0.164588998,0.697791678,0.783453765,0.783453765,1
489,0-19,2708.857143,2406.06,0,0.924336211,0.993230872,0.996592369,0.996592369,1
489,20-39,14732.64286,12859.62429,0,0.497748546,0.919990262,0.956515987,0.956515987,1
489,40-64,15110.28571,12941.17143,0,0.421307851,0.897341634,0.942798616,0.942798616,1
489,65+,0,269.8514286,0,0.16422382,0.697349786,0.782999708,0.782999708,1
490,0-19,2708.857143,2406.06,0,0.922745958,0.993110763,0.996531486,0.996531486,1
490,20-39,14732.64286,12859.62429,0,0.490120655,0.917611642,0.955107175,0.955107175,1
490,40-64,15110.28571,12941.17143,0,0.414507313,0.894418079,0.940977311,0.940977311,1
490,65+,0,269.8514286,0,0.163858642,0.696905924,0.782543048,0.782543048,1
491,0-19,2708.857143,2406.06,0,0.921155706,0.99299024,0.996470378,0.996470378,1
491,20-39,27686.07143,12859.62429,0,0.482492764,0.915157813,0.953646144,0.953646144,1
491,40-64,2156.857143,12941.17143,0,0.407706775,0.891396995,0.939082695,0.939082695,1
491,65+,0,269.8514286,0,0.163493464,0.696460079,0.782083762,0.782083762,1
492,0-19,2708.857143,2406.06,0,0.919565453,0.992869301,0.996409044,0.996409044,1
492,20-39,29842.92857,12859.62429,0,0.474864874,0.912625151,0.952129936,0.952129936,1
492,40-64,0,12941.17143,0,0.400906238,0.888273418,0.937110253,0.937110253,1
492,65+,0,269.8514286,0,0.163128285,0.696012238,0.781621827,0.781621827,1
